BTC,NFLX
237.199997,83.835716
236.229996,87.60714
232.020004,88.267143
233.960007,88.068573
235.380005,88.790001
240.369995,89.002853
238.940002,88.83857
237.289993,87.992859
237.320007,89.85714
237.029999,89.507141
233.220001,89.151428
225.740005,89.002853
225.589996,89.129997
224.220001,88.808571
225.289993,89.348572
224.740005,90.459999
229.559998,89.604286
228.789993,92.449997
229.880005,95.871429
230.460007,95.094284
232.479996,94.418571
249.820007,93.431427
247.380005,95.272858
248.440002,94.271431
244.130005,94.742859
244.979996,93.871429
243.759995,96.414284
240.559998,97.312859
242.559998,96.944283
242.949997,94.891426
250.729996,93.08857
264.119995,92.23143
257.619995,93.848572
254.880005,93.635712
255.399994,94.044289
266.209991,94.571426
268.640015,94.091431
269.140015,93.507141
283.619995,95.727142
291.970001,97.228569
286.959991,101.087143
283.420013,100.371429
276.589996,98.129997
279.619995,115.809998
274.049988,114.769997
275.089996,110.550003
276.459991,112.510002
275.519989,111.5
288.369995,110.099998
288.73999,109.339996
293.700012,106.43
288.369995,106.900002
287.019989,107.080002
283.730011,111.559998
280.470001,114.309998
284.299988,112.559998
281.720001,121.150002
278,123.709999
277.890015,126.449997
258.600006,123.519997
269.029999,123.029999
267.660004,122.739998
263.440002,120.510002
265.029999,123.730003
260.519989,123.389999
246.720001,125.360001
226,124.050003
234.660004,122.059998
232.399994,112.489998
229.539993,103.959999
220.509995,96.879997
224.970001,101.519997
222.729996,110.129997
231.639999,117.660004
228.5,117.629997
227.179993,115.029999
228.630005,105.790001
226.199997,105.440002
230.25,101.059998
233.669998,98.790001
237.410004,94.949997
238.080002,99.18
239.899994,99.480003
235.600006,97.510002
229.529999,95.690002
228.600006,99.160004
232.720001,104.080002
232.210007,104.209999
231.110001,102.620003
230.009995,100.300003
229.889999,98.470001
233.759995,98.07
235.029999,103.760002
234.300003,102.239998
236.710007,99.470001
235.929993,98.349998
237.050003,103.260002
236.710007,105.980003
238.580002,106.110001
246.139999,111.25
242.979996,108.330002
242.580002,108.099998
244.039993,114.93
245.350006,113.330002
248.779999,113.449997
252.330002,109.730003
254.440002,110.230003
262.869995,101.089996
269.579987,98.989998
269.75,101.690002
267.109985,98.989998
274.420013,97.959999
276.920013,97.32
282.559998,100.040001
285.149994,103.040001
294.660004,103.07
303.540009,105.800003
313.630005,105.120003
327.119995,108.379997
359.279999,107.639999
396.48999,109.739998
400.890015,114.050003
382.700012,113.5
369.809998,114.059998
380.220001,109.860001
336.690002,112.699997
304.709991,112.860001
333.850006,108.919998
333.769989,103.650002
330.209991,111.349998
333.910004,117.099998
335.920013,120.629997
324.980011,120.220001
321.119995,123.839996
322.119995,125.029999
318.350006,123.309998
327.519989,124.160004
359.519989,125.440002
377.970001,123.330002
361.799988,125.370003
359.980011,128.929993
360.309998,126.809998
361.670013,130.929993
394.279999,125.360001
410.670013,126.980003
416,124.199997
415.48999,122.910004
449.829987,118.910004
442,120.669998
462.649994,118.599998
453.980011,122.639999
455.529999,122.510002
463.179993,118.019997
437.589996,116.629997
437.029999,116.239998
442.429993,118.160004
452.980011,117.330002
421.76001,117.110001
431.920013,119.120003
427.149994,116.709999
429.950012,114.379997
433.320007,109.959999
431.200012,107.660004
430.820007,117.68
457.049988,114.559998
452.869995,111.389999
447.720001,114.970001
445.040009,116.580002
432.179993,106.559998
429.130005,107.059998
372.26001,104.040001
379.459991,107.889999
414.579987,107.739998
410.23999,102.349998
382.649994,100.720001
392.76001,99.120003
389.779999,97.830002
395.019989,91.150002
379.690002,94.410004
380.290009,91.839996
372.179993,94.089996
373.920013,91.489998
368.019989,90.739998
390.649994,89.709999
386.459991,82.790001
372.630005,83.32
375.320007,86.129997
381.880005,88.449997
379.450012,86.349998
384.040009,87.400002
406.420013,89.050003
417.140015,94.760002
421.399994,90.489998
419.980011,89.230003
437.790009,91.93
419.899994,89.120003
422.720001,91.610001
423.480011,94.529999
427.320007,94.790001
436.209991,93.410004
434.040009,98.300003
425.359985,97.610001
419.559998,97.93
409.480011,101.580002
414.869995,95.489998
411.899994,96.230003
412.76001,98
415.829987,97.360001
419.109985,97.660004
414.309998,98.129997
415.130005,97.860001
415.910004,99.349998
418.160004,99.720001
408.160004,101.120003
411.109985,101.059998
416.209991,99.839996
416.980011,99.589996
414.73999,98.360001
415,101.209999
412.440002,104.129997
415.660004,102.190002
415.640015,102.230003
418.51001,105.699997
422.070007,104.349998
421.26001,104.940002
420.140015,104.830002
417.690002,104.449997
418.049988,103.809998
424.73999,102.68
423.470001,106.980003
424.019989,109.650002
428.670013,110.419998
430.049988,111.510002
434.920013,108.400002
441.160004,94.339996
449.339996,96.769997
445.279999,94.980003
450.079987,95.900002
466,93.559998
447.01001,92.43
448.480011,91.040001
454.980011,90.279999
448.529999,90.029999
450.269989,93.110001
445.799988,91.540001
448.079987,90.790001
459.559998,89.370003
458.459991,90.839996
449.359985,90.540001
452.5,92.889999
454.429993,90.019997
455.410004,87.739998
456.440002,87.879997
453.25,89.120003
454.220001,88.629997
442.660004,90.5
442.109985,89.550003
443.640015,92.489998
446.109985,94.889999
449.779999,97.889999
453.299988,100.199997
474.049988,102.809998
524.219971,103.300003
537.400024,102.57
537.099976,101.510002
567.030029,101.25
571.950012,99.589996
575.580017,100.739998
580.51001,99.889999
574.690002,97.860001
577.890015,97.089996
591.599976,93.75
685.140015,93.849998
690.77002,94.120003
761.210022,94.290001
743.900024,95.440002
753.77002,94.449997
667.380005,93.800003
590.559998,90.989998
620.840027,90.010002
656.890015,91.660004
663.52002,88.440002
644.890015,85.330002
636.539978,87.970001
670.02002,91.059998
674.570007,91.480003
698.059998,96.669998
672.700012,97.910004
635.25,94.599998
662.780029,95.099998
651.830017,97.059998
670.559998,94.669998
661.150024,95.970001
657.25,96.43
664.200012,98.019997
660.690002,98.389999
671.099976,98.809998
664.400024,85.839996
664.619995,87.910004
651.109985,85.989998
655.159973,85.889999
654.380005,87.660004
654.539978,91.410004
654.130005,92.040001
655.429993,91.650002
654.73999,91.25
513.429993,94.370003
566.440002,93.559998
576.219971,93.099998
574.659973,93.440002
586.450012,97.029999
585.25,95.110001
590.940002,93.989998
587.840027,93.93
587.140015,95.889999
584.590027,96.589996
580.190002,95.309998
572.340027,95.120003
573.390015,96.370003
574.559998,96.160004
582.609985,95.870003
583.559998,95.260002
579.659973,95.940002
577.960022,95.18
579.369995,97.32
570.349976,97.580002
577.320007,97.300003
573.880005,97.449997
571.98999,97.449997
575.289978,97.379997
598.840027,97.379997
613.210022,100.089996
625.570007,99.150002
623.159973,99.660004
624.52002,96.5
608.609985,99.050003
609.539978,96.089996
608.109985,97.010002
607.780029,97.339996
607.080017,99.480003
609.23999,98.059998
597.159973,98.25
595.630005,94.879997
602.919983,95.830002
602.590027,95.940002
605.469971,94.559998
604.669983,97.07
604.700012,97.480003
608.140015,96.669998
613.409973,98.550003
608.960022,102.629997
611.820007,102.339996
610.969971,106.279999
616.030029,105.07
617.650024,104.82
640.450012,103.330002
635.98999,100.589996
635.599976,99.5
637.919983,100.230003
637.030029,101.470001
635.340027,99.800003
629.059998,118.790001
628.340027,121.870003
630.450012,123.349998
655.47998,127.5
651,127.330002
674.669983,126.510002
682.299988,126.970001
686.23999,126.470001
714.950012,126.57
698.669983,124.870003
726.76001,123.300003
733.51001,122.339996
684.869995,122.139999
702.080017,122.029999
705.400024,124.580002
710.900024,124.339996
721.419983,122.190002
714.570007,115.419998
714.969971,114.779999
704.559998,113.379997
711.099976,113.589996
740.280029,115.190002
737.530029,115.029999
746.960022,115.209999
736.190002,117.959999
749.340027,118.040001
741.070007,117.690002
740.390015,117.410004
733.299988,116.93
732.559998,117.510002
742.48999,117
752.630005,117.220001
770.940002,120.809998
754.340027,119.160004
758.210022,124.57
765.559998,125.389999
768.48999,123.239998
770.47998,122.879997
778.469971,122.830002
778.73999,123.779999
776.5,123.440002
775.210022,125
782.049988,124.220001
789.789978,125.449997
799.099976,125.120003
829.210022,126.5
860.150024,125.580002
917.169983,125.589996
925.780029,128.350006
972.169983,125.889999
971.080017,125.330002
959.039978,123.800003
1033.300049,127.489998
1135.410034,129.410004
989.349976,131.809998
886.159973,131.070007
899.780029,130.949997
904.369995,129.889999
785.429993,130.5
810.109985,129.179993
824.830017,133.699997
899.659973,132.889999
872.030029,133.259995
895.210022,138.410004
892.909973,138.600006
921.460022,137.389999
893.75,140.110001
894.409973,139.520004
915.559998,138.960007
918.01001,142.449997
920.72998,141.220001
965.48999,140.710007
982.429993,140.779999
1003.969971,139.199997
1013.02002,140.25
1024.670044,140.970001
1049.560059,144
1055.48999,144.740005
978.960022,144.139999
997.609985,144.820007
995.359985,143.199997
1008.340027,140.820007
1008.190002,142.270004
1031.930054,142.009995
1049.410034,142.220001
1119.030029,142.600006
1120.459961,143.860001
1171.910034,142.779999
1176.48999,143.25
1188.829956,143.410004
1189.27002,142.130005
1222.660034,142.649994
1255.469971,139.529999
1283.300049,139.139999
1277.01001,141.940002
1232.689941,141.429993
1146.969971,140.320007
1191.329956,140.529999
1112.390015,140.889999
1238.189941,143.520004
1243.140015,143.190002
1253.430054,145.25
1172.880005,144.389999
1071.709961,145.110001
1047.51001,145.830002
1121.290039,142.419998
1044.719971,142.649994
1035.030029,141.839996
939.700012,142.020004
1044.420044,144.059998
1041.900024,145.169998
1037.910034,146.470001
1079.109985,148.059998
1086.119995,147.809998
1141.77002,146.919998
1129.869995,145.5
1188.699951,143.619995
1190.48999,143.740005
1180.780029,143.110001
1220.73999,143.850006
1212.530029,144.350006
1176.199951,143.830002
1177.329956,142.919998
1206.089966,147.25
1215.199951,143.360001
1238.089966,139.759995
1249.640015,141.179993
1240.890015,142.869995
1264.310059,143.830002
1286.630005,152.160004
1332.910034,150.169998
1329.619995,153.080002
1336.280029,152.199997
1445.930054,155.350006
1485.550049,156.449997
1516.76001,155.589996
1507.77002,157.25
1545.290039,156.600006
1697.5,156.380005
1752.310059,157.460007
1819.290039,160.279999
1686.390015,158.539993
1763.73999,160.809998
1729.339966,160.020004
1801.300049,159.410004
1880.98999,153.199997
1962,155.699997
2040.180054,157.020004
2272.580078,157.160004
2445.280029,157.949997
2307.219971,157.75
2244.889893,163.050003
2052.429932,162.429993
2303.340088,163.220001
2412.649902,163.070007
2492.600098,162.990005
2545.429932,165.179993
2870.5,165.059998
2691.51001,165.169998
2798.780029,165.610001
2811.429932,165.880005
2900.25,158.029999
2712.98999,151.440002
2467.27002,152.720001
2442.459961,152.199997
2508.580078,151.759995
2655.100098,152.380005
2754.379883,153.399994
2677.620117,152.050003
2722.840088,155.029999
2710.370117,154.889999
2590.050049,158.020004
2583.75,157.5
2577.73999,151.029999
2558.370117,153.410004
2480.610107,150.089996
2424.610107,149.410004
2617.320068,146.169998
2614.23999,147.610001
2513.879883,146.25
2564.860107,150.179993
2324.290039,152.669998
2403.090088,154.330002
2362.439941,158.75
2234.169922,158.210007
1975.079956,161.119995
2320.22998,161.699997
2282.580078,183.600006
2866.02002,183.860001
2675.080078,183.600006
2836.530029,188.539993
2582.580078,187.910004
2559.209961,186.970001
2691.879883,189.080002
2806.75,182.679993
2733.5,184.039993
2746.98999,181.660004
2720.530029,182.029999
2809.98999,180.740005
2878.48999,179.229996
3262.800049,180.270004
3429.379883,181.330002
3348.790039,178.360001
3425.669922,175.779999
3654.370117,169.139999
3871.620117,171.399994
4161.660156,171
4387.399902,168.5
4278.919922,169.979996
4105.370117,166.089996
4150.450195,166.539993
4089.699951,166.759995
4141.089844,169.339996
4318.350098,169.059998
4364.410156,168.130005
4352.299805,165.949997
4597.310059,167.119995
4583.02002,168.809998
4735.109863,174.690002
4921.850098,174.710007
4573.799805,174.740005
4618.709961,174.520004
4635.600098,179.25
4326.450195,179
4335.129883,176.419998
4158.919922,181.740005
3870.290039,185.149994
3243.080078,183.639999
3713.76001,182.630005
3698.919922,182.350006
3907.959961,184.619995
3882.159912,185.679993
3617.27002,185.509995
3600.830078,188.779999
3788.02002,187.350006
3892.699951,178.550003
4212.200195,179.380005
4195.649902,181.970001
4172.790039,180.699997
4360.620117,181.350006
4314.180176,177.009995
4218.660156,179.190002
4321.439941,184.449997
4371.939941,194.389999
4435.810059,198.020004
4763.359863,196.869995
4824.200195,195.080002
5432.620117,194.949997
5637.259766,195.860001
5824.709961,199.490005
5598.580078,202.679993
5575.830078,199.479996
